ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000890.SZ,20191030,5.5,2.0784,3.2652,0.64,,,3.9313,1.2296,1.4326,37964.16,37962.4602,24164.826,208802.88,208793.5311
002319.SZ,20191030,9.07,0.7447,1.0065,1.17,,,4.3358,3.7215,3.9362,20000.0,19996.2031,14796.2072,181400.0,181365.5621
603032.SH,20191030,24.03,2.3937,3.4495,0.74,14.8444,14.7023,5.6577,22.5689,25.1665,16000.8,7840.8,5440.888,384499.224,188414.424
600917.SH,20191030,7.82,0.9849,8.9319,1.27,34.9984,32.4023,2.9522,1.9097,1.7161,155600.0,155600.0,17158.0,1216792.0,1216792.0
000683.SZ,20191030,2.32,0.3051,0.429,0.72,7.0003,8.87,0.9015,1.0203,1.1476,392439.8991,353778.1624,251646.4221,910460.5659,820765.3368
002039.SZ,20191030,14.54,0.3367,0.455,1.03,12.0733,12.3089,1.5688,1.859,1.9252,30539.8662,30539.1913,22603.7857,444049.6545,444039.8415
600351.SH,20191030,6.04,1.8792,2.7533,2.23,17.015,16.2353,1.6012,1.5938,1.5456,77000.0023,77000.0023,52555.4238,465080.0139,465080.0139
300723.SZ,20191030,38.33,1.0791,1.0791,0.69,29.6632,25.4514,4.4659,4.3206,4.0177,16114.28,4632.4743,4632.4743,617660.3524,177562.7399
600070.SH,20191030,9.16,6.915,8.9742,1.71,22.0538,11.032,1.7563,1.7279,1.5279,52194.6118,44134.806,34007.4618,478102.6441,404274.823
002178.SZ,20191030,3.6,1.0601,1.6664,0.65,,,3.126,2.257,2.5956,71215.3001,71125.6616,45249.4622,256375.0804,256052.3818
000558.SZ,20191030,3.24,0.489,1.0605,0.58,,,3.4194,5.9462,13.0298,128922.3949,128841.9854,59411.9674,417708.5595,417448.0327
300294.SZ,20191030,32.78,0.534,0.9788,0.64,30.2753,28.3388,3.7341,5.7946,4.9545,43332.4863,43332.4863,23642.2086,1420438.9009,1420438.9009
002595.SZ,20191030,19.46,0.3153,0.4304,1.32,21.0634,19.1528,3.2938,4.18,3.7021,80000.0,52705.1434,38617.3529,1556800.0,1025642.0906
600973.SH,20191030,3.76,0.317,0.5349,1.09,39.0431,32.8584,1.2363,0.1428,0.1454,122211.2517,122211.2517,72435.2969,459514.3064,459514.3064
600645.SH,20191030,17.0,0.6668,0.8688,1.06,134.2653,,2.3741,6.0246,5.8734,46797.689,38377.4589,29457.119,795560.713,652416.8013
000403.SZ,20191030,35.1,0.483,1.0506,0.9,119.6191,75.3831,12.5056,11.127,11.0385,27257.7599,27140.4099,12477.2604,956747.3725,952628.3875
300620.SZ,20191030,38.04,3.7394,3.7394,0.95,42.9997,57.9264,5.5179,11.8793,9.4911,9033.7,2279.96,2279.96,343641.948,86729.6784
601880.SH,20191030,2.03,0.2744,0.9003,1.05,50.0194,42.0687,1.4067,3.8754,4.1585,1289453.5999,773582.0,235725.5248,2617590.8078,1570371.46
002210.SZ,20191030,1.15,1.1804,2.5623,2.34,,,1.3108,0.0463,,165288.0386,132495.7931,61041.4252,190081.2444,152370.1621
300381.SZ,20191030,9.09,0.798,1.3087,0.54,34.3813,31.8878,1.7104,2.2071,2.0217,42932.5611,42932.4561,26177.0192,390256.9804,390256.0259
300684.SZ,20191030,22.78,2.7757,3.3779,0.8,40.8059,52.5635,7.8394,7.5237,8.2091,25205.04,9812.1616,8062.717,574170.8112,223521.0412
300553.SZ,20191030,35.96,0.8496,1.2207,0.9,105.4407,125.9637,5.1935,12.3096,11.7516,4800.0,2501.2284,1740.8602,172608.0,89944.1733
603989.SH,20191030,18.33,0.2228,0.6713,0.83,23.9335,23.7122,3.7424,3.3011,3.2246,39000.2162,39000.2162,12942.3661,714873.9629,714873.9629
601808.SH,20191030,14.18,0.2728,1.4692,0.81,955.6349,47.6873,1.9268,3.0831,2.4722,477159.2,296046.8,54961.87,6766117.456,4197943.624
002871.SZ,20191030,21.39,5.1961,5.1961,1.25,32.146,36.5361,3.9218,7.2024,6.6713,11674.2,2890.0,2890.0,249711.138,61817.1
300235.SZ,20191030,11.76,6.8683,8.2285,0.68,160.2537,64.1038,3.114,18.4036,17.1423,16783.109,11102.0161,9266.7836,197369.3618,130559.7093
300521.SZ,20191030,10.66,1.0016,1.8349,0.87,60.3317,90.3917,2.9603,8.8271,8.925,14400.0,14399.9055,7860.5392,153504.0,153502.9926
603809.SH,20191030,9.35,1.7663,1.7663,1.72,12.1434,15.2484,1.26,2.1014,2.179,20907.32,11507.16,11507.16,195483.442,107591.946
603393.SH,20191030,29.9,9.8513,17.0063,1.27,20.0186,13.9637,2.8072,4.1044,2.6356,22400.0,22400.0,12975.6845,669760.0,669760.0
600009.SH,20191030,77.68,2.0952,2.5434,1.85,35.3748,29.4344,4.8335,16.0726,14.0942,192695.8448,109347.6397,90078.0553,14968613.2241,8494124.6519
002010.SZ,20191030,7.78,0.7285,2.0123,1.04,30.9478,20.4099,1.9354,1.258,1.4304,325781.4678,318265.1867,115214.1651,2534579.8195,2476103.1525
601555.SH,20191030,9.16,0.43,0.5926,0.79,76.6717,25.3839,1.3505,6.6027,5.184,300000.0,300000.0,217674.697,2748000.0,2748000.0
300308.SZ,20191030,42.0,1.4534,2.4786,1.49,48.1102,60.0133,4.4496,5.8139,7.0747,71376.7381,35050.9976,20553.1535,2997823.0002,1472141.8992
300305.SZ,20191030,8.83,0.2089,0.2926,0.75,33.4552,26.6591,1.7196,3.4526,2.8595,28875.3,23259.5319,16603.8617,254968.899,205381.6667
603848.SH,20191030,14.15,1.394,2.0393,0.5,21.775,22.7209,4.1665,4.3307,4.4791,40100.0,7110.5,4860.5,567415.0,100613.575
002577.SZ,20191030,9.43,0.7502,1.9668,1.03,330.6263,,2.2566,5.6206,5.8493,28288.0,28076.3011,10709.0733,266755.84,264759.5194
600232.SH,20191030,5.92,1.1424,2.2217,1.34,85.0258,81.2888,1.9628,1.8006,1.8796,36471.8544,36471.8544,18754.5093,215913.378,215913.378
300491.SZ,20191030,13.38,1.8238,3.9334,0.56,,1246.83,3.231,13.2787,9.1287,16076.1503,11821.1443,5480.9248,215098.891,158166.9107
300777.SZ,20191030,32.06,5.7136,5.7136,0.92,106.4243,85.8076,13.9751,60.3212,50.9498,40001.0,4001.0,4001.0,1282432.06,128272.06
002060.SZ,20191030,3.04,0.2927,0.4671,0.94,18.2062,15.9234,1.1659,0.4399,0.3378,120226.2058,120172.1856,75302.7716,365487.6656,365323.4442
600589.SH,20191030,5.02,1.5777,2.9433,1.04,22.997,10.293,1.0141,2.0788,2.2648,70403.3281,70403.3281,37739.7013,353424.7071,353424.7071
002507.SZ,20191030,23.38,1.3818,2.3128,0.51,27.8897,28.1101,6.6291,9.6404,9.351,78935.7241,77753.0872,46453.2472,1845517.2295,1817867.1787
002730.SZ,20191030,8.12,0.6884,1.7742,0.72,45.8305,38.6805,2.6588,2.7904,2.6462,32267.4,29049.9,11271.15,262011.288,235885.188
002286.SZ,20191030,5.79,0.3697,0.7245,0.91,49.7752,70.6325,1.3857,1.2358,1.2022,36925.6,36925.2663,18839.6817,213799.224,213797.2919
300465.SZ,20191030,11.41,28.5694,42.5994,4.13,48.7615,37.3594,4.1342,3.2023,3.1142,44678.7857,42794.24,28700.0784,509784.9448,488282.2784
300486.SZ,20191030,15.43,0.8252,1.3321,0.84,43.7203,38.228,2.0509,3.9933,3.6591,18067.0836,14817.3984,9178.982,278775.0999,228632.4573
600053.SH,20191030,22.88,0.7854,2.9669,0.77,34.902,29.0796,4.8088,12.1691,12.556,43354.08,43354.08,11476.495,991941.3504,991941.3504
002002.SZ,20191030,3.8,0.8612,1.6955,1.61,16.1023,21.0943,1.5512,1.6274,1.6521,258871.3789,254985.7401,129512.8548,983711.2398,968945.8124
002106.SZ,20191030,7.63,1.3359,1.8628,1.34,23.9406,20.3195,1.3927,1.2195,1.1579,70581.616,70386.6327,50479.2816,538537.7301,537050.0075
000889.SZ,20191030,9.39,1.2196,3.6108,0.82,24.8449,31.0471,1.7102,2.073,1.9949,66910.1883,62164.3712,20996.6899,628286.6681,583723.4456
300570.SZ,20191030,26.59,7.7379,7.7379,1.46,40.0408,31.6639,4.7679,7.7015,6.5675,22999.68,9585.6305,9585.6305,611561.4912,254881.915
601519.SH,20191030,7.36,2.4049,6.1403,0.8,135.0661,248.6911,10.7127,24.6438,24.1376,198770.0,198770.0,77849.5441,1462947.2,1462947.2
002094.SZ,20191030,5.13,2.9549,4.1448,0.57,33.9386,14.7094,1.1142,0.6496,0.6398,69089.7549,62808.8416,44777.8569,354430.4426,322209.3574
603067.SH,20191030,5.79,1.0638,2.1055,1.28,17.081,17.0466,1.8812,1.7771,1.7564,43120.0,43120.0,21785.302,249664.8,249664.8
601677.SH,20191030,11.55,0.8843,1.1897,0.9,14.3616,8.8728,1.0113,0.5343,0.5095,61628.2415,57462.1415,42713.0468,711806.1893,663687.7343
300379.SZ,20191030,33.78,7.4185,8.6031,0.61,76.6002,63.1806,6.1084,25.1527,21.6293,27703.1708,23047.7327,19874.1561,935813.1096,778552.4106
000685.SZ,20191030,8.05,0.1261,0.2725,0.79,17.2983,14.8626,0.9375,5.8735,5.6655,147511.1351,125322.9908,57994.6553,1187464.6376,1008850.0759
300268.SZ,20191030,15.25,2.8143,2.9484,1.08,83.2983,,13.2003,1.0602,0.7018,13400.0,9821.8306,9375.1306,204350.0,149782.9167
600202.SH,20191030,4.78,1.1446,1.735,0.94,87.9269,36.3017,2.7898,2.3834,1.6883,38334.0672,38334.0672,25289.1287,183236.8412,183236.8412
600675.SH,20191030,4.62,0.1577,0.2394,1.07,10.8641,7.7252,1.9153,1.4604,1.3622,609613.5252,224047.1278,147554.312,2816414.4864,1035097.7304
603018.SH,20191030,10.81,0.7116,0.7116,1.17,12.671,11.2603,1.8994,1.1956,1.1658,46437.264,45997.52,45997.52,501986.8238,497233.1912
002795.SZ,20191030,12.78,1.5698,4.9247,0.71,31.4265,32.9867,4.2246,3.9667,4.2901,20000.0,20000.0,6375.0,255600.0,255600.0
603038.SH,20191030,14.76,1.3152,1.9583,1.0,23.4041,23.073,1.9001,2.575,2.467,13157.1566,5263.5212,3534.9212,194199.6314,77689.5729
002030.SZ,20191030,10.6,0.6137,0.9185,0.36,83.2086,82.43,3.6337,5.7164,7.1015,79741.2519,76011.2495,50789.1527,845257.2701,805719.2447
601333.SH,20191030,3.15,0.3564,0.6664,0.89,28.4585,32.101,0.7615,1.1253,1.0697,708353.7,565223.7,302278.57,2231314.155,1780454.655
300583.SZ,20191030,30.44,0.717,0.717,0.88,25.9034,29.7875,1.7612,3.1226,3.3125,10794.3667,3450.6347,3450.6347,328580.5223,105037.3203
300636.SZ,20191030,22.25,1.3029,1.7041,0.71,73.4244,44.8107,2.5773,6.7428,4.9896,8095.1,4714.7894,3604.7405,180115.975,104904.0642
000411.SZ,20191030,12.23,1.5125,3.3375,0.88,32.44,21.3981,2.0445,0.1486,0.1293,24893.9935,20731.7071,9395.3099,304453.5405,253548.7778
603238.SH,20191030,18.04,1.5953,1.5953,0.65,39.1792,26.6528,2.4826,2.3117,2.0382,12000.0,3000.0,3000.0,216480.0,54120.0
603386.SH,20191030,18.65,18.8152,18.8152,0.88,61.1719,165.7467,4.2038,3.7681,3.4236,22630.0768,5667.5,5667.5,422050.9323,105698.875
603429.SH,20191030,32.68,1.1837,1.4886,0.57,75.3557,61.9105,8.1078,18.9722,14.9416,26611.9255,12685.4,10086.44,869677.7253,414558.872
601158.SH,20191030,5.83,0.049,0.4285,0.87,19.6859,19.0141,1.8975,5.4117,4.9526,480000.0,480000.0,54903.9311,2798400.0,2798400.0
600539.SH,20191030,6.35,0.1651,0.3319,1.0,145.3462,177.8412,3.3428,15.6942,20.0326,23000.0,23000.0,11443.3381,146050.0,146050.0
000021.SZ,20191030,10.41,3.6546,7.4318,0.92,28.8938,30.1542,2.4309,0.9536,1.0738,147125.9363,146932.7064,72254.9832,1531580.9969,1529569.4736
000875.SZ,20191030,3.48,3.4294,4.3464,2.68,65.1712,18.2289,0.9868,1.023,0.8902,214631.398,195430.7631,154199.3807,746917.265,680099.0556
002663.SZ,20191030,2.93,2.7219,3.0976,0.77,123.023,159.9598,1.0116,1.3827,1.5112,179589.0452,128221.6566,112669.7732,526195.9024,375689.4538
002572.SZ,20191030,19.25,2.9776,3.4739,1.9,18.3126,17.902,3.868,2.4023,2.3526,91237.0038,63717.5338,54612.8438,1756312.3232,1226562.5257
600187.SH,20191030,2.66,0.7146,0.8468,1.13,423.0845,161.3794,1.2899,9.401,9.6026,165393.5128,145562.4228,122831.1728,439946.744,387196.0446
000861.SZ,20191030,2.65,0.319,0.7033,1.26,43.0337,47.5413,1.7462,2.3639,2.4982,223628.5287,204477.7224,92749.7931,592615.6011,541865.9644
002083.SZ,20191030,6.22,0.4877,0.6693,0.57,12.9903,11.8144,1.5606,1.0923,1.1017,90800.0005,87667.3945,63886.4045,564776.0031,545291.1938
603458.SH,20191030,19.01,1.0364,1.0364,0.93,9.8523,9.2454,1.435,1.6159,1.4846,18289.0627,12371.5402,12371.5402,347675.0819,235182.9792
603517.SH,20191030,45.99,1.8294,1.8294,0.95,41.785,34.8726,7.4081,6.1284,5.3667,58205.4636,23723.7996,23723.7996,2676869.271,1091057.5436
603222.SH,20191030,50.48,0.376,1.0347,1.31,503.811,443.4257,19.1424,23.1483,21.9272,32000.0,32000.0,11630.0,1615360.0,1615360.0
000937.SZ,20191030,3.56,0.1918,0.5554,0.89,14.4256,16.6636,0.6012,0.5862,0.5688,353354.685,290659.9842,100390.666,1257942.6786,1034749.5438
002838.SZ,20191030,12.37,1.4961,1.5061,1.43,40.7401,30.8548,4.766,3.6605,1.9531,40320.0,11951.5812,11872.473,498758.4,147841.0594
002475.SZ,20191030,33.85,1.2184,2.2214,1.03,66.5032,45.8028,9.8905,5.0506,3.5121,534900.1738,534363.9875,293071.7955,18106370.8831,18088220.9769
600038.SH,20191030,45.0,0.6604,1.5287,0.71,51.979,43.5783,3.3192,2.0303,1.7215,58947.6716,58947.6716,25464.0232,2652645.222,2652645.222
600128.SH,20191030,7.34,2.4703,3.3308,0.88,,,1.1793,0.4019,0.4748,24676.75,24676.75,18301.9029,181127.345,181127.345
603698.SH,20191030,12.12,0.3087,1.3258,0.98,28.651,43.9648,2.3521,4.0112,3.784,53599.0,53599.0,12479.3927,649619.88,649619.88
601882.SH,20191030,7.36,0.7593,0.7593,1.23,37.8485,54.0019,3.0507,3.0197,3.5386,52200.0,12594.0,12594.0,384192.0,92691.84
000617.SZ,20191030,12.08,0.4287,1.0718,1.02,15.0712,14.5368,1.3279,173.8847,138.9981,903005.6485,28753.92,11501.568,10908308.2339,347347.3536
002578.SZ,20191030,3.17,0.2578,0.3648,0.8,87.4777,63.07,2.2216,2.1964,2.1835,98809.3296,64533.0133,45601.575,313225.5748,204569.6522
300396.SZ,20191030,16.62,0.9481,2.55,1.3,23.2017,19.9846,3.0938,4.9149,4.5945,27603.0,25000.863,9295.1115,458761.86,415514.3431
002574.SZ,20191030,5.19,0.3592,0.7624,0.85,29.9706,28.1565,0.8397,0.6694,0.7618,52800.0,52800.0,24873.9502,274032.0,274032.0
300131.SZ,20191030,5.73,1.3766,1.4659,0.76,43.6035,44.5692,3.3509,0.5059,0.4837,106952.6426,78781.5026,73981.6063,612838.6421,451418.0099
300683.SZ,20191030,27.93,2.2495,9.3222,1.66,30.6647,33.4571,1.6417,4.8855,4.4456,10335.504,4744.9965,1144.9965,288670.6267,132527.7522
600090.SH,20191030,4.32,0.7052,1.4654,1.23,11.7595,11.6232,0.961,0.5737,0.5639,143966.2945,143966.2945,69277.6048,621934.3922,621934.3922
600530.SH,20191030,5.13,2.2131,4.7098,1.49,,,3.9875,16.0675,13.2558,78000.0,78000.0,36651.3092,400140.0,400140.0
603577.SH,20191030,11.07,1.4889,1.6417,0.89,71.7919,61.2214,1.8814,2.3787,1.8323,20590.5882,7751.5431,7030.1156,227937.8114,85809.5821
300022.SZ,20191030,3.84,3.9776,4.8003,0.43,139.5154,,8.8968,0.4911,0.5629,38024.038,34278.0262,28403.2385,146012.3059,131627.6206
600455.SH,20191030,26.97,3.0622,4.169,1.47,532.1705,116.4833,11.2295,9.3974,9.0924,6245.8,6245.8,4587.7042,168449.226,168449.226
300633.SZ,20191030,21.8,1.1205,1.4581,2.35,35.0148,60.6864,6.479,7.21,7.2278,40576.0,19655.96,15105.0289,884556.8,428499.928
002500.SZ,20191030,7.83,0.4907,0.9479,0.99,99.8765,36.085,1.7478,3.2329,3.2326,282872.5153,282872.5153,146453.6207,2214891.7948,2214891.7948
002312.SZ,20191030,4.01,0.7893,1.1739,0.89,,,1.7715,7.7084,7.2824,137809.1733,134863.2537,90673.683,552614.7849,540801.6473
002280.SZ,20191030,3.36,4.0109,5.3059,1.34,,,1.3817,0.5229,0.5334,217714.9675,176302.636,133271.7495,731522.2908,592376.857
002659.SZ,20191030,6.91,0.3666,0.544,0.77,,,1.6978,14.2481,10.5829,49856.6987,49856.1737,33601.3783,344509.788,344506.1603
002883.SZ,20191030,18.85,0.8452,1.012,0.57,28.8245,26.0621,3.518,6.0585,5.5692,8690.6012,4532.2292,3785.5652,163817.8326,85432.5204
603610.SH,20191030,57.88,4.0523,4.0523,,29.7285,25.9809,3.1962,3.639,3.5996,15033.265,3758.32,3758.32,870125.3782,217531.5616
002521.SZ,20191030,5.94,1.6921,1.9455,0.76,50.3557,29.9875,0.8535,0.7987,0.8818,49468.5819,42491.4173,36957.5468,293843.3765,252399.0188
002933.SZ,20191030,39.28,2.5381,3.2642,1.09,32.6149,32.5492,3.1128,12.1807,11.3947,11735.0,4786.4865,3721.7339,460950.8,188013.1897
600867.SH,20191030,16.0,2.318,3.7971,1.85,38.8071,38.7832,6.5015,12.0849,11.8715,203398.8517,203398.8517,124169.0292,3254381.6272,3254381.6272
600820.SH,20191030,5.86,0.1591,0.2824,0.87,9.3111,8.8234,0.8597,0.4944,0.4436,314409.6094,314409.6094,177149.5563,1842440.3111,1842440.3111
000733.SZ,20191030,16.34,1.8121,2.8372,1.27,32.4838,26.7683,1.6365,1.576,1.8739,51480.5618,46934.2218,29976.8874,841192.3798,766905.1842
300757.SZ,20191030,33.6,3.0386,3.0386,1.05,36.6574,39.0091,4.9527,5.3059,4.1857,10400.0,2600.0,2600.0,349440.0,87360.0
603011.SH,20191030,4.96,1.2887,2.9727,1.19,43.6764,76.7424,1.3582,2.8132,3.0637,45307.4794,44894.9194,19462.0772,224725.0978,222678.8002
300166.SZ,20191030,12.67,1.9631,2.1678,0.69,25.8329,25.7524,2.5761,6.7069,6.2281,105668.0094,81596.977,73893.7966,1338813.6791,1033833.6986
002861.SZ,20191030,30.21,6.2319,6.8371,1.25,57.4773,60.3198,3.5898,4.1349,3.5205,12269.84,5024.4525,4579.7338,370671.8664,151788.71
000671.SZ,20191030,6.15,0.3897,1.0373,0.66,8.2535,6.7485,1.2575,0.4411,0.3982,405007.3315,397188.8118,149197.6062,2490795.0887,2442711.1926
601766.SH,20191030,7.16,0.0879,0.2274,0.76,18.1763,17.1692,1.6488,0.9379,0.8975,2869886.4088,2291769.2293,886346.3721,20548386.687,16409067.6818
601169.SH,20191030,5.54,0.2481,0.3968,0.84,5.856,5.4582,0.6308,2.1109,1.8744,2114298.4272,1824801.0822,1140998.6288,11713213.2867,10109397.9954
001896.SZ,20191030,3.51,0.9218,2.0802,0.93,,,0.6852,0.4997,0.4958,115058.7847,92951.9373,41188.7163,403856.3343,326261.2999
603787.SH,20191030,21.94,4.4967,6.2504,1.08,50.4855,49.0018,4.5507,1.4672,1.4312,20400.0,7089.0,5100.0,447576.0,155532.66
300513.SZ,20191030,13.37,3.867,4.517,0.86,36.6197,33.9387,1.7523,3.8445,3.4038,31369.1155,22917.6198,19619.8452,419405.0742,306408.5767
600446.SH,20191030,20.85,3.9419,7.0851,0.92,,,10.1912,3.6683,3.9706,86044.0484,85321.0484,47470.0487,1794018.4091,1778943.8591
300197.SZ,20191030,3.2,0.6906,0.8952,1.07,24.6743,,1.1621,0.969,1.2552,234632.3178,166674.9308,128586.5575,750823.417,533359.7786
300401.SZ,20191030,12.21,1.432,2.3343,0.65,19.0369,14.9432,3.4257,8.8639,7.6719,47928.8315,45900.9675,28157.3789,585211.0326,560450.8132
002532.SZ,20191030,6.0,0.5848,1.2329,1.42,23.0703,22.6004,2.239,2.014,1.9882,50308.0023,43085.8429,20437.2987,301848.0138,258515.0574
601688.SH,20191030,17.32,0.8729,1.2255,0.85,31.237,22.4786,1.3107,9.7594,7.3672,907665.0,735760.432,524090.906,15720757.8,12743370.6822
300251.SZ,20191030,8.71,0.6857,2.1726,1.04,18.6061,129.5267,2.7288,17.1312,9.5807,293360.8432,278384.1404,87854.4616,2555172.9443,2424725.8629
600309.SH,20191030,45.08,0.7698,0.7698,0.95,13.3397,14.9167,3.5085,2.3348,2.2382,313974.6626,142375.642,142375.642,14153977.79,6418293.9414
600095.SH,20191030,8.11,5.0929,6.0688,0.93,193.5602,116.7555,3.4885,9.7856,6.031,36126.3565,36126.3565,30316.9257,292984.7512,292984.7512
002033.SZ,20191030,5.86,0.3621,0.6583,0.68,16.8032,18.559,1.2695,4.7463,4.7577,54949.0711,54948.0181,30220.5046,322001.5566,321995.3861
002856.SZ,20191030,18.7,3.3629,3.3629,0.77,85.7405,127.4861,3.3346,2.3775,2.4992,12160.8,3040.8,3040.8,227406.96,56862.96
600277.SH,20191030,4.21,0.9798,1.8813,1.96,14.9612,11.6008,0.7561,0.6638,0.8234,273894.0149,267400.5085,139258.8682,1153093.8027,1125756.1408
300240.SZ,20191030,7.42,4.8603,10.3065,1.25,183.472,,2.4639,0.8481,0.8462,36555.975,36503.5204,17214.3101,271245.3345,270856.1214
300116.SZ,20191030,1.47,1.7599,2.1704,1.12,,,,0.8945,4.0297,243252.4564,196945.487,159693.4765,357581.1109,289509.8659
300365.SZ,20191030,13.53,0.992,1.3022,0.73,30.1771,28.1501,4.2233,6.9236,7.1141,60583.8969,34351.9893,26170.425,819700.1251,464782.4152
300463.SZ,20191030,25.5,1.1775,1.4719,1.19,31.9632,28.2393,4.7324,5.296,4.6198,55769.924,37676.1803,30141.6745,1422133.062,960742.5977
601177.SH,20191030,9.66,0.383,0.7819,1.21,266.4167,222.1373,2.3523,2.3637,2.3924,40006.0,40006.0,19598.855,386457.96,386457.96
600671.SH,20191030,13.58,1.7129,3.377,0.57,,,27.6055,4.6134,5.7593,12177.8885,12172.0533,6173.926,165375.7258,165296.4838
603985.SH,20191030,15.27,1.2756,1.7463,1.56,17.8122,15.7758,1.9011,1.8757,1.6019,14560.0,9318.4,6806.8,222331.2,142291.968
002395.SZ,20191030,25.28,0.5581,1.5824,1.19,203.2542,151.9309,5.3412,3.2388,3.1715,17880.6,17880.6,6306.381,452021.568,452021.568
300608.SZ,20191030,16.54,3.8222,5.3055,1.01,30.5637,30.4083,3.7763,3.3104,3.0665,15765.1712,10254.462,7387.6201,260755.9316,169608.8015
603108.SH,20191030,10.19,0.4158,0.6359,0.78,22.5439,19.0054,2.1533,0.9901,0.8658,57953.4079,50828.2106,33240.1783,590545.2265,517939.466
600211.SH,20191030,32.67,0.6916,1.3361,0.48,27.217,26.2543,2.4615,5.709,4.8183,17961.9205,14558.9,7536.5166,586815.9427,475639.263
002388.SZ,20191030,7.41,1.7073,3.7851,0.83,116.0583,84.5728,3.1885,4.4564,3.2638,50376.66,39960.0,18024.2627,373291.0506,296103.6
600123.SH,20191030,6.27,0.7667,1.3968,2.16,6.628,8.6081,0.6663,0.8398,0.8552,114240.0,114240.0,62706.0,716284.8,716284.8
300602.SZ,20191030,44.93,3.7749,3.7749,0.69,84.6977,45.6746,9.654,10.3789,6.5717,30625.2,9515.625,9515.625,1375990.236,427537.0313
601366.SH,20191030,5.57,0.6572,0.6613,1.31,23.7187,39.8381,1.0391,0.4199,0.3829,86050.046,47502.8176,47206.8629,479298.7562,264590.694
002012.SZ,20191030,5.1,6.7668,8.2257,0.76,96.1343,53.3224,1.8757,2.1137,2.0804,46762.547,46573.8541,38313.7539,238488.9897,237526.6559
603823.SH,20191030,23.37,1.7808,2.1249,1.14,27.7414,24.4227,3.5677,2.9002,2.7279,22500.0,7034.3183,5895.0001,525825.0,164392.0187
002371.SZ,20191030,68.69,2.4612,5.5498,1.47,134.6232,129.3346,8.6713,9.465,8.7786,45800.4372,45789.6374,20306.8932,3146032.0313,3145290.193
601669.SH,20191030,4.37,0.2026,0.3543,1.37,8.6882,8.9598,0.7992,0.2269,0.2025,1529903.5024,1114440.154,637323.1048,6685678.3055,4870103.473
002225.SZ,20191030,4.28,0.4824,0.6318,0.96,19.6304,17.2432,1.5881,1.1453,1.0697,103375.8779,68582.0165,52362.9925,442448.7574,293531.0306
002644.SZ,20191030,6.82,0.4356,1.1353,0.69,46.8867,38.663,2.3093,6.3952,5.7335,51065.7,51065.7,19594.3324,348268.074,348268.074
000736.SZ,20191030,6.89,0.4511,1.5661,1.13,4.5511,6.1468,1.6113,0.4119,0.4903,53494.8992,53494.8992,15407.5689,368579.8555,368579.8555
002480.SZ,20191030,3.91,0.5302,0.7302,1.09,194.3718,,1.1507,1.306,1.3281,65473.3,63999.6775,46473.0312,256000.603,250238.739
002791.SZ,20191030,27.05,3.6747,6.0404,1.59,50.5308,26.8164,3.0041,2.2571,1.841,32154.0,16110.6333,9801.0615,869765.7,435792.6308
300554.SZ,20191030,16.84,5.425,5.8343,0.63,42.4497,,3.1351,4.7271,6.9573,9360.0,4658.9225,4332.1095,157622.4,78456.2549
300091.SZ,20191030,3.63,1.2583,1.4185,0.92,45.3903,62.107,1.7204,2.2958,2.4716,123026.4538,82955.0212,73587.3775,446586.0273,301126.727
300606.SZ,20191030,18.67,7.3352,7.3352,1.53,31.0682,34.7474,3.0644,4.4034,4.3961,8920.0,3883.9953,3883.9953,166536.4,72514.1923
300702.SZ,20191030,41.48,7.1459,7.1802,0.58,46.1884,14.2862,4.0037,5.153,3.6944,18223.9224,5305.7127,5280.3696,755928.3012,220080.9628
000715.SZ,20191030,6.42,0.5076,1.745,0.64,29.5603,18.218,1.8502,1.046,1.0,41571.894,41505.7259,12074.0419,266891.5595,266466.7603
603535.SH,20191030,19.07,2.3405,2.914,0.92,20.8553,19.991,1.8209,2.5709,2.4016,15040.0,6608.0,5307.5,286812.8,126014.56
000795.SZ,20191030,5.68,1.2388,2.4668,0.96,57.4119,45.0835,2.8938,3.0159,2.6497,113368.4103,113108.2293,56800.8699,643932.5705,642454.7424
603939.SH,20191030,83.6,1.0223,2.7119,2.79,76.0731,60.2278,7.1436,4.5827,3.2876,37892.2506,36269.4658,13671.9658,3167792.1502,3032127.3409
300441.SZ,20191030,8.34,1.6774,1.8146,0.82,45.4881,62.2434,3.4209,3.6645,3.5863,66141.7502,26953.797,24915.4048,551622.1967,224794.667
002565.SZ,20191030,7.05,3.656,5.9686,0.76,73.7256,64.9685,3.4557,3.6373,3.6913,106015.6922,105609.7755,64690.4919,747410.63,744548.9173
600375.SH,20191030,4.62,0.7081,0.8637,0.92,43.1603,46.7322,0.9102,0.3521,0.3547,55574.0597,55574.0597,45561.3492,256752.1558,256752.1558
300667.SZ,20191030,32.07,8.3325,10.7825,0.8,70.462,70.0515,8.0762,15.8526,11.8465,10400.0,5377.4232,4155.576,333528.0,172453.962
300755.SZ,20191030,24.9,3.225,3.225,0.56,46.1518,32.7086,4.1865,3.8144,2.9635,41679.84,10394.364,10394.364,1037828.016,258819.6636
000982.SZ,20191030,1.59,0.4432,0.8611,1.53,,,,1.421,1.8359,180504.3279,180504.3279,92910.2835,287001.8814,287001.8814
