FSRQ,DWJZ,JZZZL,SGZT,SHZT
2020-02-04,1.1910,0.59,开放申购,开放赎回
2020-02-05,1.1970,0.50,开放申购,开放赎回
2020-02-06,1.2020,0.42,开放申购,开放赎回
2020-02-07,1.2030,0.08,开放申购,开放赎回
2020-02-10,1.2060,0.25,开放申购,开放赎回
2020-02-11,1.2080,0.17,开放申购,开放赎回
2020-02-12,1.2130,0.41,开放申购,开放赎回
2020-02-13,1.2130,0.00,开放申购,开放赎回
2020-02-14,1.2160,0.25,开放申购,开放赎回
2020-02-17,1.2250,0.74,开放申购,开放赎回
2020-02-18,1.2280,0.24,开放申购,开放赎回
2020-02-19,1.2290,0.08,开放申购,开放赎回
2020-02-20,1.2330,0.33,开放申购,开放赎回
2020-02-21,1.2410,0.65,开放申购,开放赎回
2020-02-24,1.2440,0.24,开放申购,开放赎回
2020-02-25,1.2440,0.00,开放申购,开放赎回
2020-02-26,1.2370,-0.56,开放申购,开放赎回
2020-02-27,1.2370,0.00,开放申购,开放赎回
2020-02-28,1.2280,-0.73,开放申购,开放赎回
2020-03-02,1.2360,0.65,开放申购,开放赎回
2020-03-03,1.2390,0.24,开放申购,开放赎回
2020-03-04,1.2400,0.08,开放申购,开放赎回
2020-03-05,1.2450,0.40,开放申购,开放赎回
2020-03-06,1.2470,0.16,开放申购,开放赎回
2020-03-09,1.2400,-0.56,开放申购,开放赎回
2020-03-10,1.2450,0.40,开放申购,开放赎回
2020-03-11,1.2450,0.00,开放申购,开放赎回
2020-03-12,1.2410,-0.32,开放申购,开放赎回
2020-03-13,1.2440,0.24,开放申购,开放赎回
2020-03-16,1.2380,-0.48,开放申购,开放赎回
2020-03-17,1.2470,0.73,开放申购,开放赎回
2020-03-18,1.2460,-0.08,开放申购,开放赎回
2020-03-19,1.2490,0.24,开放申购,开放赎回
2020-03-20,1.2580,0.72,开放申购,开放赎回
2020-03-23,1.2480,-0.79,开放申购,开放赎回
2020-03-24,1.2540,0.48,开放申购,开放赎回
2020-03-25,1.2590,0.40,开放申购,开放赎回
2020-03-26,1.2570,-0.16,开放申购,开放赎回
2020-03-27,1.2550,-0.16,开放申购,开放赎回
