cal_date,is_open,pretrade_date
20050620,1,20050617
20050621,1,20050620
20050622,1,20050621
20050623,1,20050622
20050624,1,20050623
20050625,0,20050624
20050626,0,20050624
20050627,1,20050624
20050628,1,20050627
20050629,1,20050628
20050630,1,20050629
20050701,1,20050630
20050702,0,20050701
20050703,0,20050701
20050704,1,20050701
20050705,1,20050704
20050706,1,20050705
20050707,1,20050706
20050708,1,20050707
20050709,0,20050708
20050710,0,20050708
20050711,1,20050708
20050712,1,20050711
20050713,1,20050712
20050714,1,20050713
20050715,1,20050714
20050716,0,20050715
20050717,0,20050715
20050718,1,20050715
20050719,1,20050718
20050720,1,20050719
20050721,1,20050720
20050722,1,20050721
20050723,0,20050722
20050724,0,20050722
20050725,1,20050722
20050726,1,20050725
20050727,1,20050726
20050728,1,20050727
20050729,1,20050728
20050730,0,20050729
20050731,0,20050729
20050801,1,20050729
20050802,1,20050801
20050803,1,20050802
20050804,1,20050803
20050805,1,20050804
20050806,0,20050805
20050807,0,20050805
20050808,1,20050805
20050809,1,20050808
20050810,1,20050809
20050811,1,20050810
20050812,1,20050811
20050813,0,20050812
20050814,0,20050812
20050815,1,20050812
20050816,1,20050815
20050817,1,20050816
20050818,1,20050817
20050819,1,20050818
20050820,0,20050819
20050821,0,20050819
20050822,1,20050819
20050823,1,20050822
20050824,1,20050823
20050825,1,20050824
20050826,1,20050825
20050827,0,20050826
20050828,0,20050826
20050829,1,20050826
20050830,1,20050829
20050831,1,20050830
20050901,1,20050831
20050902,1,20050901
20050903,0,20050902
20050904,0,20050902
20050905,1,20050902
20050906,1,20050905
20050907,1,20050906
20050908,1,20050907
20050909,1,20050908
20050910,0,20050909
20050911,0,20050909
20050912,1,20050909
20050913,1,20050912
20050914,1,20050913
20050915,1,20050914
20050916,1,20050915
20050917,0,20050916
20050918,0,20050916
20050919,1,20050916
20050920,1,20050919
20050921,1,20050920
20050922,1,20050921
20050923,1,20050922
20050924,0,20050923
20050925,0,20050923
20050926,1,20050923
20050927,1,20050926
20050928,1,20050927
20050929,1,20050928
20050930,1,20050929
20051001,0,20050930
20051002,0,20050930
20051003,0,20050930
20051004,0,20050930
20051005,0,20050930
20051006,0,20050930
20051007,0,20050930
20051008,0,20050930
20051009,0,20050930
20051010,1,20050930
20051011,1,20051010
20051012,1,20051011
20051013,1,20051012
20051014,1,20051013
20051015,0,20051014
20051016,0,20051014
20051017,1,20051014
20051018,1,20051017
20051019,1,20051018
20051020,1,20051019
20051021,1,20051020
20051022,0,20051021
20051023,0,20051021
20051024,1,20051021
20051025,1,20051024
20051026,1,20051025
20051027,1,20051026
20051028,1,20051027
20051029,0,20051028
20051030,0,20051028
20051031,1,20051028
20051101,1,20051031
20051102,1,20051101
20051103,1,20051102
20051104,1,20051103
20051105,0,20051104
20051106,0,20051104
20051107,1,20051104
20051108,1,20051107
20051109,1,20051108
20051110,1,20051109
20051111,1,20051110
20051112,0,20051111
20051113,0,20051111
20051114,1,20051111
20051115,1,20051114
20051116,1,20051115
20051117,1,20051116
20051118,1,20051117
20051119,0,20051118
20051120,0,20051118
20051121,1,20051118
20051122,1,20051121
20051123,1,20051122
20051124,1,20051123
20051125,1,20051124
20051126,0,20051125
20051127,0,20051125
20051128,1,20051125
20051129,1,20051128
20051130,1,20051129
20051201,1,20051130
20051202,1,20051201
20051203,0,20051202
20051204,0,20051202
20051205,1,20051202
20051206,1,20051205
20051207,1,20051206
20051208,1,20051207
20051209,1,20051208
20051210,0,20051209
20051211,0,20051209
20051212,1,20051209
20051213,1,20051212
20051214,1,20051213
20051215,1,20051214
20051216,1,20051215
20051217,0,20051216
20051218,0,20051216
20051219,1,20051216
20051220,1,20051219
20051221,1,20051220
20051222,1,20051221
20051223,1,20051222
20051224,0,20051223
20051225,0,20051223
20051226,1,20051223
20051227,1,20051226
20051228,1,20051227
20051229,1,20051228
20051230,1,20051229
20051231,0,20051230
20060101,0,20051230
20060102,0,20051230
20060103,0,20051230
20060104,1,20051230
20060105,1,20060104
20060106,1,20060105
20060107,0,20060106
20060108,0,20060106
20060109,1,20060106
20060110,1,20060109
20060111,1,20060110
20060112,1,20060111
20060113,1,20060112
20060114,0,20060113
20060115,0,20060113
20060116,1,20060113
20060117,1,20060116
20060118,1,20060117
20060119,1,20060118
20060120,1,20060119
20060121,0,20060120
20060122,0,20060120
20060123,1,20060120
20060124,1,20060123
20060125,1,20060124
20060126,0,20060125
20060127,0,20060125
20060128,0,20060125
20060129,0,20060125
20060130,0,20060125
20060131,0,20060125
20060201,0,20060125
20060202,0,20060125
20060203,0,20060125
20060204,0,20060125
20060205,0,20060125
20060206,1,20060125
20060207,1,20060206
20060208,1,20060207
20060209,1,20060208
20060210,1,20060209
20060211,0,20060210
20060212,0,20060210
20060213,1,20060210
20060214,1,20060213
20060215,1,20060214
20060216,1,20060215
20060217,1,20060216
20060218,0,20060217
20060219,0,20060217
20060220,1,20060217
20060221,1,20060220
20060222,1,20060221
20060223,1,20060222
20060224,1,20060223
20060225,0,20060224
20060226,0,20060224
20060227,1,20060224
20060228,1,20060227
20060301,1,20060228
20060302,1,20060301
20060303,1,20060302
20060304,0,20060303
20060305,0,20060303
20060306,1,20060303
20060307,1,20060306
20060308,1,20060307
20060309,1,20060308
20060310,1,20060309
20060311,0,20060310
20060312,0,20060310
20060313,1,20060310
20060314,1,20060313
20060315,1,20060314
20060316,1,20060315
20060317,1,20060316
20060318,0,20060317
20060319,0,20060317
20060320,1,20060317
20060321,1,20060320
20060322,1,20060321
20060323,1,20060322
20060324,1,20060323
20060325,0,20060324
20060326,0,20060324
20060327,1,20060324
20060328,1,20060327
20060329,1,20060328
20060330,1,20060329
20060331,1,20060330
20060401,0,20060331
20060402,0,20060331
20060403,1,20060331
20060404,1,20060403
20060405,1,20060404
20060406,1,20060405
20060407,1,20060406
20060408,0,20060407
20060409,0,20060407
20060410,1,20060407
20060411,1,20060410
20060412,1,20060411
20060413,1,20060412
20060414,1,20060413
20060415,0,20060414
20060416,0,20060414
20060417,1,20060414
20060418,1,20060417
20060419,1,20060418
20060420,1,20060419
20060421,1,20060420
20060422,0,20060421
20060423,0,20060421
20060424,1,20060421
20060425,1,20060424
20060426,1,20060425
20060427,1,20060426
20060428,1,20060427
20060429,0,20060428
20060430,0,20060428
20060501,0,20060428
20060502,0,20060428
20060503,0,20060428
20060504,0,20060428
20060505,0,20060428
20060506,0,20060428
20060507,0,20060428
20060508,1,20060428
20060509,1,20060508
20060510,1,20060509
20060511,1,20060510
20060512,1,20060511
20060513,0,20060512
20060514,0,20060512
20060515,1,20060512
20060516,1,20060515
20060517,1,20060516
20060518,1,20060517
20060519,1,20060518
20060520,0,20060519
20060521,0,20060519
20060522,1,20060519
20060523,1,20060522
20060524,1,20060523
20060525,1,20060524
20060526,1,20060525
20060527,0,20060526
20060528,0,20060526
20060529,1,20060526
20060530,1,20060529
20060531,1,20060530
20060601,1,20060531
20060602,1,20060601
20060603,0,20060602
20060604,0,20060602
20060605,1,20060602
20060606,1,20060605
20060607,1,20060606
20060608,1,20060607
20060609,1,20060608
20060610,0,20060609
20060611,0,20060609
20060612,1,20060609
20060613,1,20060612
20060614,1,20060613
20060615,1,20060614
20060616,1,20060615
20060617,0,20060616
20060618,0,20060616
20060619,1,20060616
20060620,1,20060619
20060621,1,20060620
20060622,1,20060621
20060623,1,20060622
20060624,0,20060623
20060625,0,20060623
20060626,1,20060623
20060627,1,20060626
20060628,1,20060627
20060629,1,20060628
20060630,1,20060629
20060701,0,20060630
20060702,0,20060630
20060703,1,20060630
20060704,1,20060703
20060705,1,20060704
20060706,1,20060705
20060707,1,20060706
20060708,0,20060707
20060709,0,20060707
20060710,1,20060707
20060711,1,20060710
20060712,1,20060711
20060713,1,20060712
20060714,1,20060713
20060715,0,20060714
20060716,0,20060714
20060717,1,20060714
20060718,1,20060717
20060719,1,20060718
20060720,1,20060719
20060721,1,20060720
20060722,0,20060721
20060723,0,20060721
20060724,1,20060721
20060725,1,20060724
20060726,1,20060725
20060727,1,20060726
20060728,1,20060727
20060729,0,20060728
20060730,0,20060728
20060731,1,20060728
20060801,1,20060731
20060802,1,20060801
20060803,1,20060802
20060804,1,20060803
20060805,0,20060804
20060806,0,20060804
20060807,1,20060804
20060808,1,20060807
20060809,1,20060808
20060810,1,20060809
20060811,1,20060810
20060812,0,20060811
20060813,0,20060811
20060814,1,20060811
20060815,1,20060814
20060816,1,20060815
20060817,1,20060816
20060818,1,20060817
20060819,0,20060818
20060820,0,20060818
20060821,1,20060818
20060822,1,20060821
20060823,1,20060822
20060824,1,20060823
20060825,1,20060824
20060826,0,20060825
20060827,0,20060825
20060828,1,20060825
20060829,1,20060828
20060830,1,20060829
20060831,1,20060830
20060901,1,20060831
20060902,0,20060901
20060903,0,20060901
20060904,1,20060901
20060905,1,20060904
20060906,1,20060905
20060907,1,20060906
20060908,1,20060907
20060909,0,20060908
20060910,0,20060908
20060911,1,20060908
20060912,1,20060911
20060913,1,20060912
20060914,1,20060913
20060915,1,20060914
20060916,0,20060915
20060917,0,20060915
20060918,1,20060915
20060919,1,20060918
20060920,1,20060919
20060921,1,20060920
20060922,1,20060921
20060923,0,20060922
20060924,0,20060922
20060925,1,20060922
20060926,1,20060925
20060927,1,20060926
20060928,1,20060927
20060929,1,20060928
20060930,0,20060929
20061001,0,20060929
20061002,0,20060929
20061003,0,20060929
20061004,0,20060929
20061005,0,20060929
20061006,0,20060929
20061007,0,20060929
20061008,0,20060929
20061009,1,20060929
20061010,1,20061009
20061011,1,20061010
20061012,1,20061011
20061013,1,20061012
20061014,0,20061013
20061015,0,20061013
20061016,1,20061013
20061017,1,20061016
20061018,1,20061017
20061019,1,20061018
20061020,1,20061019
20061021,0,20061020
20061022,0,20061020
20061023,1,20061020
20061024,1,20061023
20061025,1,20061024
20061026,1,20061025
20061027,1,20061026
20061028,0,20061027
20061029,0,20061027
20061030,1,20061027
20061031,1,20061030
20061101,1,20061031
20061102,1,20061101
20061103,1,20061102
20061104,0,20061103
20061105,0,20061103
20061106,1,20061103
20061107,1,20061106
20061108,1,20061107
20061109,1,20061108
20061110,1,20061109
20061111,0,20061110
20061112,0,20061110
20061113,1,20061110
20061114,1,20061113
20061115,1,20061114
20061116,1,20061115
20061117,1,20061116
20061118,0,20061117
20061119,0,20061117
20061120,1,20061117
20061121,1,20061120
20061122,1,20061121
20061123,1,20061122
20061124,1,20061123
20061125,0,20061124
20061126,0,20061124
20061127,1,20061124
20061128,1,20061127
20061129,1,20061128
20061130,1,20061129
20061201,1,20061130
20061202,0,20061201
20061203,0,20061201
20061204,1,20061201
20061205,1,20061204
20061206,1,20061205
20061207,1,20061206
20061208,1,20061207
20061209,0,20061208
20061210,0,20061208
20061211,1,20061208
20061212,1,20061211
20061213,1,20061212
20061214,1,20061213
20061215,1,20061214
20061216,0,20061215
20061217,0,20061215
20061218,1,20061215
20061219,1,20061218
20061220,1,20061219
20061221,1,20061220
20061222,1,20061221
20061223,0,20061222
20061224,0,20061222
20061225,1,20061222
20061226,1,20061225
20061227,1,20061226
20061228,1,20061227
20061229,1,20061228
20061230,0,20061229
20061231,0,20061229
20070101,0,20061229
20070102,0,20061229
20070103,0,20061229
20070104,1,20061229
20070105,1,20070104
20070106,0,20070105
20070107,0,20070105
20070108,1,20070105
20070109,1,20070108
20070110,1,20070109
20070111,1,20070110
20070112,1,20070111
20070113,0,20070112
20070114,0,20070112
20070115,1,20070112
20070116,1,20070115
20070117,1,20070116
20070118,1,20070117
20070119,1,20070118
20070120,0,20070119
20070121,0,20070119
20070122,1,20070119
20070123,1,20070122
20070124,1,20070123
20070125,1,20070124
20070126,1,20070125
20070127,0,20070126
20070128,0,20070126
20070129,1,20070126
20070130,1,20070129
20070131,1,20070130
20070201,1,20070131
20070202,1,20070201
20070203,0,20070202
20070204,0,20070202
20070205,1,20070202
20070206,1,20070205
20070207,1,20070206
20070208,1,20070207
20070209,1,20070208
20070210,0,20070209
20070211,0,20070209
20070212,1,20070209
20070213,1,20070212
20070214,1,20070213
20070215,1,20070214
20070216,1,20070215
20070217,0,20070216
20070218,0,20070216
20070219,0,20070216
20070220,0,20070216
20070221,0,20070216
20070222,0,20070216
20070223,0,20070216
20070224,0,20070216
20070225,0,20070216
20070226,1,20070216
20070227,1,20070226
20070228,1,20070227
20070301,1,20070228
20070302,1,20070301
20070303,0,20070302
20070304,0,20070302
20070305,1,20070302
20070306,1,20070305
20070307,1,20070306
20070308,1,20070307
20070309,1,20070308
20070310,0,20070309
20070311,0,20070309
20070312,1,20070309
20070313,1,20070312
20070314,1,20070313
20070315,1,20070314
20070316,1,20070315
20070317,0,20070316
20070318,0,20070316
20070319,1,20070316
20070320,1,20070319
20070321,1,20070320
20070322,1,20070321
20070323,1,20070322
20070324,0,20070323
20070325,0,20070323
20070326,1,20070323
20070327,1,20070326
20070328,1,20070327
20070329,1,20070328
20070330,1,20070329
20070331,0,20070330
20070401,0,20070330
20070402,1,20070330
20070403,1,20070402
20070404,1,20070403
20070405,1,20070404
20070406,1,20070405
20070407,0,20070406
20070408,0,20070406
20070409,1,20070406
20070410,1,20070409
20070411,1,20070410
20070412,1,20070411
20070413,1,20070412
20070414,0,20070413
20070415,0,20070413
20070416,1,20070413
20070417,1,20070416
20070418,1,20070417
20070419,1,20070418
20070420,1,20070419
20070421,0,20070420
20070422,0,20070420
20070423,1,20070420
20070424,1,20070423
20070425,1,20070424
20070426,1,20070425
20070427,1,20070426
20070428,0,20070427
20070429,0,20070427
20070430,1,20070427
20070501,0,20070430
20070502,0,20070430
20070503,0,20070430
20070504,0,20070430
20070505,0,20070430
20070506,0,20070430
20070507,0,20070430
20070508,1,20070430
20070509,1,20070508
20070510,1,20070509
20070511,1,20070510
20070512,0,20070511
20070513,0,20070511
20070514,1,20070511
20070515,1,20070514
20070516,1,20070515
20070517,1,20070516
20070518,1,20070517
20070519,0,20070518
20070520,0,20070518
20070521,1,20070518
20070522,1,20070521
20070523,1,20070522
20070524,1,20070523
20070525,1,20070524
20070526,0,20070525
20070527,0,20070525
20070528,1,20070525
20070529,1,20070528
20070530,1,20070529
20070531,1,20070530
20070601,1,20070531
20070602,0,20070601
20070603,0,20070601
20070604,1,20070601
20070605,1,20070604
20070606,1,20070605
20070607,1,20070606
20070608,1,20070607
20070609,0,20070608
20070610,0,20070608
20070611,1,20070608
20070612,1,20070611
20070613,1,20070612
20070614,1,20070613
20070615,1,20070614
20070616,0,20070615
20070617,0,20070615
20070618,1,20070615
20070619,1,20070618
20070620,1,20070619
20070621,1,20070620
20070622,1,20070621
20070623,0,20070622
20070624,0,20070622
20070625,1,20070622
20070626,1,20070625
20070627,1,20070626
20070628,1,20070627
20070629,1,20070628
20070630,0,20070629
20070701,0,20070629
20070702,1,20070629
20070703,1,20070702
20070704,1,20070703
20070705,1,20070704
20070706,1,20070705
20070707,0,20070706
20070708,0,20070706
20070709,1,20070706
20070710,1,20070709
20070711,1,20070710
20070712,1,20070711
20070713,1,20070712
20070714,0,20070713
20070715,0,20070713
20070716,1,20070713
20070717,1,20070716
20070718,1,20070717
20070719,1,20070718
20070720,1,20070719
20070721,0,20070720
20070722,0,20070720
20070723,1,20070720
20070724,1,20070723
20070725,1,20070724
20070726,1,20070725
20070727,1,20070726
20070728,0,20070727
20070729,0,20070727
20070730,1,20070727
20070731,1,20070730
20070801,1,20070731
20070802,1,20070801
20070803,1,20070802
20070804,0,20070803
20070805,0,20070803
20070806,1,20070803
20070807,1,20070806
20070808,1,20070807
20070809,1,20070808
20070810,1,20070809
20070811,0,20070810
20070812,0,20070810
20070813,1,20070810
20070814,1,20070813
20070815,1,20070814
20070816,1,20070815
20070817,1,20070816
20070818,0,20070817
20070819,0,20070817
20070820,1,20070817
20070821,1,20070820
20070822,1,20070821
20070823,1,20070822
20070824,1,20070823
20070825,0,20070824
20070826,0,20070824
20070827,1,20070824
20070828,1,20070827
20070829,1,20070828
20070830,1,20070829
20070831,1,20070830
20070901,0,20070831
20070902,0,20070831
20070903,1,20070831
20070904,1,20070903
20070905,1,20070904
20070906,1,20070905
20070907,1,20070906
20070908,0,20070907
20070909,0,20070907
20070910,1,20070907
20070911,1,20070910
20070912,1,20070911
20070913,1,20070912
20070914,1,20070913
20070915,0,20070914
20070916,0,20070914
20070917,1,20070914
20070918,1,20070917
20070919,1,20070918
20070920,1,20070919
20070921,1,20070920
20070922,0,20070921
20070923,0,20070921
20070924,1,20070921
20070925,1,20070924
20070926,1,20070925
20070927,1,20070926
20070928,1,20070927
20070929,0,20070928
20070930,0,20070928
20071001,0,20070928
20071002,0,20070928
20071003,0,20070928
20071004,0,20070928
20071005,0,20070928
20071006,0,20070928
20071007,0,20070928
20071008,1,20070928
20071009,1,20071008
20071010,1,20071009
20071011,1,20071010
20071012,1,20071011
20071013,0,20071012
20071014,0,20071012
20071015,1,20071012
20071016,1,20071015
20071017,1,20071016
20071018,1,20071017
20071019,1,20071018
20071020,0,20071019
20071021,0,20071019
20071022,1,20071019
20071023,1,20071022
20071024,1,20071023
20071025,1,20071024
20071026,1,20071025
20071027,0,20071026
20071028,0,20071026
20071029,1,20071026
20071030,1,20071029
20071031,1,20071030
20071101,1,20071031
20071102,1,20071101
20071103,0,20071102
20071104,0,20071102
20071105,1,20071102
20071106,1,20071105
20071107,1,20071106
20071108,1,20071107
20071109,1,20071108
20071110,0,20071109
20071111,0,20071109
20071112,1,20071109
20071113,1,20071112
20071114,1,20071113
20071115,1,20071114
20071116,1,20071115
20071117,0,20071116
20071118,0,20071116
20071119,1,20071116
20071120,1,20071119
20071121,1,20071120
20071122,1,20071121
20071123,1,20071122
20071124,0,20071123
20071125,0,20071123
20071126,1,20071123
20071127,1,20071126
20071128,1,20071127
20071129,1,20071128
20071130,1,20071129
20071201,0,20071130
20071202,0,20071130
20071203,1,20071130
20071204,1,20071203
20071205,1,20071204
20071206,1,20071205
20071207,1,20071206
20071208,0,20071207
20071209,0,20071207
20071210,1,20071207
20071211,1,20071210
20071212,1,20071211
20071213,1,20071212
20071214,1,20071213
20071215,0,20071214
20071216,0,20071214
20071217,1,20071214
20071218,1,20071217
20071219,1,20071218
20071220,1,20071219
20071221,1,20071220
20071222,0,20071221
20071223,0,20071221
20071224,1,20071221
20071225,1,20071224
20071226,1,20071225
20071227,1,20071226
20071228,1,20071227
20071229,0,20071228
20071230,0,20071228
20071231,0,20071228
20080101,0,20071228
20080102,1,20071228
20080103,1,20080102
20080104,1,20080103
20080105,0,20080104
20080106,0,20080104
20080107,1,20080104
20080108,1,20080107
20080109,1,20080108
20080110,1,20080109
20080111,1,20080110
20080112,0,20080111
20080113,0,20080111
20080114,1,20080111
20080115,1,20080114
20080116,1,20080115
20080117,1,20080116
20080118,1,20080117
20080119,0,20080118
20080120,0,20080118
20080121,1,20080118
20080122,1,20080121
20080123,1,20080122
20080124,1,20080123
20080125,1,20080124
20080126,0,20080125
20080127,0,20080125
20080128,1,20080125
20080129,1,20080128
20080130,1,20080129
20080131,1,20080130
20080201,1,20080131
20080202,0,20080201
20080203,0,20080201
20080204,1,20080201
20080205,1,20080204
20080206,0,20080205
20080207,0,20080205
20080208,0,20080205
20080209,0,20080205
20080210,0,20080205
20080211,0,20080205
20080212,0,20080205
20080213,1,20080205
20080214,1,20080213
20080215,1,20080214
20080216,0,20080215
20080217,0,20080215
20080218,1,20080215
20080219,1,20080218
20080220,1,20080219
20080221,1,20080220
20080222,1,20080221
20080223,0,20080222
20080224,0,20080222
20080225,1,20080222
20080226,1,20080225
20080227,1,20080226
20080228,1,20080227
20080229,1,20080228
20080301,0,20080229
20080302,0,20080229
20080303,1,20080229
20080304,1,20080303
20080305,1,20080304
20080306,1,20080305
20080307,1,20080306
20080308,0,20080307
20080309,0,20080307
20080310,1,20080307
20080311,1,20080310
20080312,1,20080311
20080313,1,20080312
20080314,1,20080313
20080315,0,20080314
20080316,0,20080314
20080317,1,20080314
20080318,1,20080317
20080319,1,20080318
20080320,1,20080319
20080321,1,20080320
20080322,0,20080321
20080323,0,20080321
20080324,1,20080321
20080325,1,20080324
20080326,1,20080325
20080327,1,20080326
20080328,1,20080327
20080329,0,20080328
20080330,0,20080328
20080331,1,20080328
20080401,1,20080331
20080402,1,20080401
20080403,1,20080402
20080404,0,20080403
20080405,0,20080403
20080406,0,20080403
20080407,1,20080403
20080408,1,20080407
20080409,1,20080408
20080410,1,20080409
20080411,1,20080410
20080412,0,20080411
20080413,0,20080411
20080414,1,20080411
20080415,1,20080414
20080416,1,20080415
20080417,1,20080416
20080418,1,20080417
20080419,0,20080418
20080420,0,20080418
20080421,1,20080418
20080422,1,20080421
20080423,1,20080422
20080424,1,20080423
20080425,1,20080424
20080426,0,20080425
20080427,0,20080425
20080428,1,20080425
20080429,1,20080428
20080430,1,20080429
20080501,0,20080430
20080502,0,20080430
20080503,0,20080430
20080504,0,20080430
20080505,1,20080430
20080506,1,20080505
20080507,1,20080506
20080508,1,20080507
20080509,1,20080508
20080510,0,20080509
20080511,0,20080509
20080512,1,20080509
20080513,1,20080512
20080514,1,20080513
20080515,1,20080514
20080516,1,20080515
20080517,0,20080516
20080518,0,20080516
20080519,1,20080516
20080520,1,20080519
20080521,1,20080520
20080522,1,20080521
20080523,1,20080522
20080524,0,20080523
20080525,0,20080523
20080526,1,20080523
20080527,1,20080526
20080528,1,20080527
20080529,1,20080528
20080530,1,20080529
20080531,0,20080530
20080601,0,20080530
20080602,1,20080530
20080603,1,20080602
20080604,1,20080603
20080605,1,20080604
20080606,1,20080605
20080607,0,20080606
20080608,0,20080606
20080609,0,20080606
20080610,1,20080606
20080611,1,20080610
20080612,1,20080611
20080613,1,20080612
20080614,0,20080613
20080615,0,20080613
20080616,1,20080613
20080617,1,20080616
20080618,1,20080617
20080619,1,20080618
20080620,1,20080619
20080621,0,20080620
20080622,0,20080620
20080623,1,20080620
20080624,1,20080623
20080625,1,20080624
20080626,1,20080625
20080627,1,20080626
20080628,0,20080627
20080629,0,20080627
20080630,1,20080627
20080701,1,20080630
20080702,1,20080701
20080703,1,20080702
20080704,1,20080703
20080705,0,20080704
20080706,0,20080704
20080707,1,20080704
20080708,1,20080707
20080709,1,20080708
20080710,1,20080709
20080711,1,20080710
20080712,0,20080711
20080713,0,20080711
20080714,1,20080711
20080715,1,20080714
20080716,1,20080715
20080717,1,20080716
20080718,1,20080717
20080719,0,20080718
20080720,0,20080718
20080721,1,20080718
20080722,1,20080721
20080723,1,20080722
20080724,1,20080723
20080725,1,20080724
20080726,0,20080725
20080727,0,20080725
20080728,1,20080725
20080729,1,20080728
20080730,1,20080729
20080731,1,20080730
20080801,1,20080731
20080802,0,20080801
20080803,0,20080801
20080804,1,20080801
20080805,1,20080804
20080806,1,20080805
20080807,1,20080806
20080808,1,20080807
20080809,0,20080808
20080810,0,20080808
20080811,1,20080808
20080812,1,20080811
20080813,1,20080812
20080814,1,20080813
20080815,1,20080814
20080816,0,20080815
20080817,0,20080815
20080818,1,20080815
20080819,1,20080818
20080820,1,20080819
20080821,1,20080820
20080822,1,20080821
20080823,0,20080822
20080824,0,20080822
20080825,1,20080822
20080826,1,20080825
20080827,1,20080826
20080828,1,20080827
20080829,1,20080828
20080830,0,20080829
20080831,0,20080829
20080901,1,20080829
20080902,1,20080901
20080903,1,20080902
20080904,1,20080903
20080905,1,20080904
20080906,0,20080905
20080907,0,20080905
20080908,1,20080905
20080909,1,20080908
20080910,1,20080909
20080911,1,20080910
20080912,1,20080911
20080913,0,20080912
20080914,0,20080912
20080915,0,20080912
20080916,1,20080912
20080917,1,20080916
20080918,1,20080917
20080919,1,20080918
20080920,0,20080919
20080921,0,20080919
20080922,1,20080919
20080923,1,20080922
20080924,1,20080923
20080925,1,20080924
20080926,1,20080925
20080927,0,20080926
20080928,0,20080926
20080929,0,20080926
20080930,0,20080926
20081001,0,20080926
20081002,0,20080926
20081003,0,20080926
20081004,0,20080926
20081005,0,20080926
20081006,1,20080926
20081007,1,20081006
20081008,1,20081007
20081009,1,20081008
20081010,1,20081009
20081011,0,20081010
20081012,0,20081010
20081013,1,20081010
20081014,1,20081013
20081015,1,20081014
20081016,1,20081015
20081017,1,20081016
20081018,0,20081017
20081019,0,20081017
20081020,1,20081017
20081021,1,20081020
20081022,1,20081021
20081023,1,20081022
20081024,1,20081023
20081025,0,20081024
20081026,0,20081024
20081027,1,20081024
20081028,1,20081027
20081029,1,20081028
20081030,1,20081029
20081031,1,20081030
20081101,0,20081031
20081102,0,20081031
20081103,1,20081031
20081104,1,20081103
20081105,1,20081104
20081106,1,20081105
20081107,1,20081106
20081108,0,20081107
20081109,0,20081107
20081110,1,20081107
20081111,1,20081110
20081112,1,20081111
20081113,1,20081112
20081114,1,20081113
20081115,0,20081114
20081116,0,20081114
20081117,1,20081114
20081118,1,20081117
20081119,1,20081118
20081120,1,20081119
20081121,1,20081120
20081122,0,20081121
20081123,0,20081121
20081124,1,20081121
20081125,1,20081124
20081126,1,20081125
20081127,1,20081126
20081128,1,20081127
20081129,0,20081128
20081130,0,20081128
20081201,1,20081128
20081202,1,20081201
20081203,1,20081202
20081204,1,20081203
20081205,1,20081204
20081206,0,20081205
20081207,0,20081205
20081208,1,20081205
20081209,1,20081208
20081210,1,20081209
20081211,1,20081210
20081212,1,20081211
20081213,0,20081212
20081214,0,20081212
20081215,1,20081212
20081216,1,20081215
20081217,1,20081216
20081218,1,20081217
20081219,1,20081218
20081220,0,20081219
20081221,0,20081219
20081222,1,20081219
20081223,1,20081222
20081224,1,20081223
20081225,1,20081224
20081226,1,20081225
20081227,0,20081226
20081228,0,20081226
20081229,1,20081226
20081230,1,20081229
20081231,1,20081230
20090101,0,20081231
20090102,0,20081231
20090103,0,20081231
20090104,0,20081231
20090105,1,20081231
20090106,1,20090105
20090107,1,20090106
20090108,1,20090107
20090109,1,20090108
20090110,0,20090109
20090111,0,20090109
20090112,1,20090109
20090113,1,20090112
20090114,1,20090113
20090115,1,20090114
20090116,1,20090115
20090117,0,20090116
20090118,0,20090116
20090119,1,20090116
20090120,1,20090119
20090121,1,20090120
20090122,1,20090121
20090123,1,20090122
20090124,0,20090123
20090125,0,20090123
20090126,0,20090123
20090127,0,20090123
20090128,0,20090123
20090129,0,20090123
20090130,0,20090123
20090131,0,20090123
20090201,0,20090123
20090202,1,20090123
20090203,1,20090202
20090204,1,20090203
20090205,1,20090204
20090206,1,20090205
20090207,0,20090206
20090208,0,20090206
20090209,1,20090206
20090210,1,20090209
20090211,1,20090210
20090212,1,20090211
20090213,1,20090212
20090214,0,20090213
20090215,0,20090213
20090216,1,20090213
20090217,1,20090216
20090218,1,20090217
20090219,1,20090218
20090220,1,20090219
20090221,0,20090220
20090222,0,20090220
20090223,1,20090220
20090224,1,20090223
20090225,1,20090224
20090226,1,20090225
20090227,1,20090226
20090228,0,20090227
20090301,0,20090227
20090302,1,20090227
20090303,1,20090302
20090304,1,20090303
20090305,1,20090304
20090306,1,20090305
20090307,0,20090306
20090308,0,20090306
20090309,1,20090306
20090310,1,20090309
20090311,1,20090310
20090312,1,20090311
20090313,1,20090312
20090314,0,20090313
20090315,0,20090313
20090316,1,20090313
20090317,1,20090316
20090318,1,20090317
20090319,1,20090318
20090320,1,20090319
20090321,0,20090320
20090322,0,20090320
20090323,1,20090320
20090324,1,20090323
20090325,1,20090324
20090326,1,20090325
20090327,1,20090326
20090328,0,20090327
20090329,0,20090327
20090330,1,20090327
20090331,1,20090330
20090401,1,20090331
20090402,1,20090401
20090403,1,20090402
20090404,0,20090403
20090405,0,20090403
20090406,0,20090403
20090407,1,20090403
20090408,1,20090407
20090409,1,20090408
20090410,1,20090409
20090411,0,20090410
20090412,0,20090410
20090413,1,20090410
20090414,1,20090413
20090415,1,20090414
20090416,1,20090415
20090417,1,20090416
